case_key,year,announcement_date,award_date,unit_id,unit_name,job_number,title,procurement_category,tender_method,award_method,budget_amount,award_amount,winner_count,winning_vendors,performance_location,performance_region,performance_period,road_names,road_name_source,work_tags,is_road_related,is_open_contract,source_url,raw_file
3.87.12.2|1081112|20200102|BDM-1-52979891,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081112,臺中市兒童及少年保護個案家庭服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,20200000,20200000,4,財團法人台灣世界展望會；財團法人台灣兒童暨家庭扶助基金會；財團法人伊甸社會福利基金會；社團法人台灣大心社會福利協會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979891.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081112.json
3.87.12.2|1081112A|20200102|BDM-1-52980280,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081112A,109年臺中市兒童及少年家庭寄養服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,9244000,9244000,3,財團法人中華民國兒童福利聯盟文教基金會；財團法人台灣世界展望會；財團法人台灣兒童暨家庭扶助基金會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980280.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081112A.json
3.87.12.2|1081112B|20200102|BDM-1-52979723,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081112B,109年臺中市兒少高危機家庭整合式服務-密集式處遇方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,3900000,3900000,2,財團法人中華民國兒童福利聯盟文教基金會；社團法人台灣大心社會福利協會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979723.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081112B.json
3.87.12.2|1081115|20200102|BDM-1-52981032,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081115,109年度臺中市老人及身心障礙者保護個案處遇輔導服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,1564000,1564000,1,社團法人中華民國失智者照顧協會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981032.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081115.json
3.87.12.2|1081118A|20200102|BDM-1-52981233,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081118A,109年度臺中市政府駐臺灣臺中地方法院家庭暴力事件服務處暨家事服務中心方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,4380000,4380000,1,財團法人現代婦女教育基金會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981233.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081118A.json
3.87.12.2|1081118B|20200102|BDM-1-52981078,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081118B,109年度臺中市原鄉部落家庭暴力及性侵害直接服務工作方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,2490000,2490000,1,臺中市山海屯國際生命線協會,臺中市和平區(原住民地區),臺中市－和平區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981078.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081118B.json
3.87.12.2|1081118C|20200102|BDM-1-52981134,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081118C,109年度臺中市家庭暴力及離婚案件未成年子女會面服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,2290000,2290000,1,財團法人迎曦教育基金會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981134.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081118C.json
3.87.12.2|1081119|20200102|BDM-1-52980912,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081119,109年度臺中市家庭暴力防治多元處遇服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,11304000,11304000,3,財團法人迎曦教育基金會；財團法人伊甸社會福利基金會；社團法人台中市晚晴協會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980912.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081119.json
3.87.12.2|1081119A|20200102|BDM-1-52981113,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081119A,109年度臺中市新住民家庭暴力防治多元處遇服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,3440000,3440000,1,臺中市山海屯國際生命線協會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981113.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081119A.json
3.87.12.2|1081119C|20200102|BDM-1-52981195,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081119C,109年度臺中市家庭暴力相對人關懷輔導服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,4270000,4270000,1,財團法人張老師基金會台中分事務所,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981195.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081119C.json
3.87.12.2|1081119D|20200102|BDM-1-52981216,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081119D,109年度臺中市目睹家庭暴力兒童及少年輔導服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,3870000,3870000,1,財團法人天主教善牧社會福利基金會,臺中市(非原住民地區),臺中市－全區,109/12/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981216.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081119D.json
3.87.12.2|1081202A|20200102|BDM-1-52979501,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081202A,109年度臺中市性騷擾被害人個案服務與防治教育宣導計畫,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,2246000,2246000,1,財團法人勵馨社會福利事業基金會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979501.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081202A.json
3.87.12.2|1081202B|20200102|BDM-1-52980621,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081202B,109年度臺中市兒童及少年性剝削個案家庭處遇服務方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,4528000,4528000,1,財團法人勵馨社會福利事業基金會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980621.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081202B.json
3.87.12.2|1081202C|20200102|BDM-1-52980717,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081202C,109年度臺中市未成年非強制性行為關懷處遇方案,<勞務類>911政府行政服務,限制性招標(經公開評選或公開徵求),準用最有利標,1830000,1830000,1,財團法人張老師基金會台中分事務所,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980717.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081202C.json
3.87.12.2|1081202D|20200102|BDM-1-52980773,2020,20200102,2019-12-31,3.87.12.2,臺中市家庭暴力及性侵害防治中心,1081202D,109年度臺中市兒童及少年性剝削犯罪行為人輔導教育服務計畫,<勞務類>911政府行政服務,公開取得報價單或企劃書,參考最有利標精神,940000,940000,1,社團法人台灣家庭暴力暨性犯罪處遇協會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980773.xml,data/raw/taichung/2020/tenders/20200102_3.87.12.2_1081202D.json
3.87.13|WANG1081220-1|20200102|BDM-1-52980274,2020,20200102,2019-12-31,3.87.13,臺中市政府警察局,WANG1081220-1,109年度中央空調設備維護保養採購案,<勞務類>886附帶於金屬產品、機械及設備維修之服務,公開取得報價單或企劃書,最低標,576376,406000,1,大川冷氣空調有限公司,臺中市(非原住民地區),臺中市－潭子區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980274.xml,data/raw/taichung/2020/tenders/20200102_3.87.13_WANG1081220-1.json
3.87.13.28|A10902|20200102|BDM-1-52978961,2020,20200102,2019-12-30,3.87.13.28,臺中市政府警察局大甲分局,A10902,109年度臺中市政府警察局大甲分局警用機車保養維修採購案,"<財物類>491機動車,拖車,半拖車;車輛機件",公開取得報價單或企劃書,最低標,290700,232560,3,元誠輪業行(獨資)；揚益機車行(獨資)；松承機車行(獨資),臺中市(非原住民地區),"臺中市－大甲區,臺中市－外埔區,臺中市－大安區",109/01/01－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52978961.xml,data/raw/taichung/2020/tenders/20200102_3.87.13.28_A10902.json
3.87.15|1081220154|20200102|aaa-52982471,2020,20200102,2020-01-02,3.87.15,臺中市政府環境保護局,1081220154,109年電動車用電池租賃,<財物類>469其他電力設備及零件,公開取得電子報價單,最低標,240000,240000,1,納智捷汽車股份有限公司,臺中市(非原住民地區),臺中市－全區,109/01/05－110/01/04(預估),,,,0,0,https://web.pcc.gov.tw/prkms/urlSelector/common/atm?pk=NTI5ODI0NzE=,data/raw/taichung/2020/tenders/20200102_3.87.15_1081220154.json
3.87.18|201912180534|20200102|BDM-1-52979810,2020,20200102,2019-12-31,3.87.18,臺中市政府新聞局,201912180534,臺中市政府新聞局109年新聞收集通報服務採購案,"<勞務類>96娛樂,文化,體育服務",公開取得報價單或企劃書,參考最有利標精神,955000,955000,1,戰謀家行銷顧問有限公司,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979810.xml,data/raw/taichung/2020/tenders/20200102_3.87.18_201912180534.json
3.87.18|201912240535|20200102|BDM-1-52979627,2020,20200102,2019-12-31,3.87.18,臺中市政府新聞局,201912240535,109年度空中英語教室及大家說英語公開播映版權財物採購案,<財物類>389其他製造商品,限制性招標(未經公開評選或公開徵求),最低標,250000,208800,1,財團法人台北市基督教救世傳播協會,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979627.xml,data/raw/taichung/2020/tenders/20200102_3.87.18_201912240535.json
3.87.2.3|108033078|20200102|BDM-1-52978955,2020,20200102,2019-12-09,3.87.2.3,臺中市生命禮儀管理處,108033078,臺中市大雅區第六公墓(員寶段1120-2地號-預為分割) 墳墓遷葬查估作業案,<勞務類>97其他服務,公開招標,最低標,276100,165200,1,成威工程顧問有限公司,臺中市(非原住民地區),臺中市－大雅區,108/12/09－109/03/10,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52978955.xml,data/raw/taichung/2020/tenders/20200102_3.87.2.3_108033078.json
3.87.21|109002-DP1|20200102|BDM-1-52980315,2020,20200102,2019-12-31,3.87.21,臺中市政府人事處,109002-DP1,「臺中市各界暨臺中市政府所屬一級機關員工109年新春聯合團拜」採購案,"<勞務類>96娛樂,文化,體育服務",公開取得報價單或企劃書,參考最有利標精神,458000,435000,1,亮光鎷有限公司,臺中市(非原住民地區),臺中市－全區,109/01/01－109/02/07(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980315.xml,data/raw/taichung/2020/tenders/20200102_3.87.21_109002-DP1.json
3.87.25|10810250208|20200102|BDM-1-52981247,2020,20200102,2019-12-31,3.87.25,臺中市政府水利局,10810250208,臺中市污水下水道分支管網暨用戶接管工程(10-7)-美村路及五權五街等鄰近區域,<工程類>5139其他土木工程,公開招標,最有利標,262500000,261580000,1,新翊菖營造股份有限公司,臺中市(非原住民地區),"臺中市－南區,臺中市－西區,臺中市－北區",108/12/31－111/12/31(預估),美村路；五權五街,標案名稱,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981247.xml,data/raw/taichung/2020/tenders/20200102_3.87.25_10810250208.json
3.87.25|10811220255|20200102|BDM-1-52981338,2020,20200102,2019-12-31,3.87.25,臺中市政府水利局,10811220255,109年度臺中市污水下水道系統緊急搶修納管及改善維護工程設計及監造委託技術服務,<勞務類>8673綜合工程服務,限制性招標(經公開評選或公開徵求),準用最有利標,2159480,2116290,1,尚暘工程顧問有限公司,臺中市(非原住民地區),臺中市－全區,108/12/31－109/12/31(預估),,,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981338.xml,data/raw/taichung/2020/tenders/20200102_3.87.25_10811220255.json
3.87.25|10812040289|20200102|BDM-1-52981318,2020,20200102,2019-12-31,3.87.25,臺中市政府水利局,10812040289,109年第七、八期重劃區污水下水道改善工程開口契約,<工程類>5139其他土木工程,公開招標,最低標,8300000,7880000,1,墩興營造有限公司,臺中市(非原住民地區),"臺中市－西屯區,臺中市－南屯區",108/12/31－109/12/31(預估),,,排水清淤,1,1,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981318.xml,data/raw/taichung/2020/tenders/20200102_3.87.25_10812040289.json
3.87.27|109BC01|20200102|BDM-1-52979456,2020,20200102,2019-12-27,3.87.27,臺中市政府農業局,109BC01,臺中市109年度捕蜂捉蛇為民服務勞務委託採購案,<勞務類>881附帶於農、牧、林之服務,公開招標,最低標,15800000,11060000,1,斯磐生態顧問有限公司,臺中市(非原住民地區),臺中市－全區,109/01/01－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979456.xml,data/raw/taichung/2020/tenders/20200102_3.87.27_109BC01.json
3.87.27.1|1081204B|20200102|aaa-52981722,2020,20200102,2019-12-31,3.87.27.1,臺中市動物保護防疫處,1081204B,「108年度臺中市寵物植存紀念園區先期工程」採購案,<工程類>5152鑽井工程,公開取得報價單或企劃書,最低標,490000,480000,1,泉隆鑿井工程有限公司,臺中市(非原住民地區),臺中市－全區,108/12/31－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/urlSelector/common/atm?pk=NTI5ODE3MjI=,data/raw/taichung/2020/tenders/20200102_3.87.27.1_1081204B.json
3.87.29|10812022120|20200102|BDM-1-52980171,2020,20200102,2019-12-31,3.87.29,臺中市政府交通局,10812022120,109年度臺中市敬老愛心卡電子票證採購案,<財物類>389其他製造商品,公開招標,最低標,4800000,4800000,2,悠遊卡股份有限公司；一卡通票證股份有限公司,臺中市(非原住民地區),臺中市－全區,108/12/31－109/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980171.xml,data/raw/taichung/2020/tenders/20200102_3.87.29_10812022120.json
3.87.3|1081216|20200102|BDM-1-52979481,2020,20200102,2019-12-30,3.87.3,臺中市政府財政局,1081216,109年度財政資訊管理系統功能維護委託資訊服務案,<勞務類>842軟體執行服務,公開取得報價單或企劃書,參考最有利標精神,337457,332000,1,康大資訊股份有限公司台中分公司,臺中市(非原住民地區),臺中市－西屯區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979481.xml,data/raw/taichung/2020/tenders/20200102_3.87.3_1081216.json
3.87.30|TTB108139|20200102|BDM-1-52981287,2020,20200102,2019-12-31,3.87.30,臺中市政府觀光旅遊局,TTB108139,臺中市松柏漁港濱海自行車道工程—第一次變更設計,<工程類>5139其他土木工程,限制性招標(未經公開評選或公開徵求),最低標,1774019,1745000,1,銘佑營造有限公司,臺中市(非原住民地區),臺中市－大甲區,108/12/31－109/09/20(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981287.xml,data/raw/taichung/2020/tenders/20200102_3.87.30_TTB108139.json
3.87.30.1|108123048|20200102|BDM-1-52979285,2020,20200102,2019-12-31,3.87.30.1,臺中市風景區管理所,108123048,臺中市大坑3號登山步道災害復建工程第一次變更設計,<工程類>5137運動及娛樂工程,限制性招標(未經公開評選或公開徵求),最低標,3110024,3090000,1,盛銓營造有限公司,臺中市(非原住民地區),臺中市－北屯區,108/09/07－109/05/03(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979285.xml,data/raw/taichung/2020/tenders/20200102_3.87.30.1_108123048.json
3.87.31|1080024552|20200102|BDM-1-52980393,2020,20200102,2019-12-30,3.87.31,臺中市政府法制局,1080024552,109年臺中市政府行政罰鍰移送執行作業系統維護案,<勞務類>842軟體執行服務,公開取得報價單或企劃書,參考最有利標精神,487800,460000,1,晶茂資訊科技股份有限公司,臺中市(非原住民地區),臺中市－西屯區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980393.xml,data/raw/taichung/2020/tenders/20200102_3.87.31_1080024552.json
3.87.31|1080024695|20200102|BDM-1-52979400,2020,20200102,2019-12-30,3.87.31,臺中市政府法制局,1080024695,109年臺中市政府樂活臺中APP系統維護案,<勞務類>842軟體執行服務,公開取得報價單或企劃書,參考最有利標精神,167000,160000,1,耀達電腦股份有限公司,臺中市(非原住民地區),臺中市－西屯區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52979400.xml,data/raw/taichung/2020/tenders/20200102_3.87.31_1080024695.json
3.87.32|107BJ090-1|20200102|BDM-1-52980343,2020,20200102,2019-12-25,3.87.32,臺中市政府消防局,107BJ090-1,第八救災救護大隊暨水湳分隊及北屯區公所聯合里活動中心興建工程第一次變更設計,<工程類>5129其他用途建築工程,限制性招標(未經公開評選或公開徵求),最低標,4050333,3995000,1,井田營造工程有限公司,臺中市(非原住民地區),臺中市－北屯區,108/12/25－109/06/20(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980343.xml,data/raw/taichung/2020/tenders/20200102_3.87.32_107BJ090-1.json
3.87.33|D108161|20200102|BDM-1-52980573,2020,20200102,2019-12-31,3.87.33,臺中市政府文化局,D108161,109年「臺中文學館(含文學公園)環境清潔維護及綠美化」委託服務案,<勞務類>97其他服務,限制性招標(未經公開評選或公開徵求),最低標,2450000,2450000,1,禾笙園景觀有限公司,臺中市(非原住民地區),臺中市－西區,109/01/01－109/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52980573.xml,data/raw/taichung/2020/tenders/20200102_3.87.33_D108161.json
3.87.33.39|108025|20200102|BDM-1-52981261,2020,20200102,2019-12-26,3.87.33.39,臺中市立圖書館,108025,臺中市立圖書館外埔分館室內裝修及家具設備工程委託規劃設計監造技術服務,<勞務類>8671建築服務,限制性招標(經公開評選或公開徵求),準用最有利標,1394325,1394325,1,蔡顯恭建築師事務所,臺中市(非原住民地區),臺中市－外埔區,109/01/09－111/01/09(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20200102&fn=BDM-1-52981261.xml,data/raw/taichung/2020/tenders/20200102_3.87.33.39_108025.json
